Generation,Individual_ID,Cost,Kp_th,Ki_th,Kd_th,Kp_x,Ki_x,Kd_x
0,0,906652051.9447892,83.91873149890606,-36.10340725384582,-27.232404608869064,18.437001552592914,-0.9103534657174306,13.932059929039443
0,1,942137971.927275,-53.590027067981126,17.43700980744429,39.01187094472925,22.96252450628169,-6.309784418957207,13.397742807668429
0,2,969708474.354072,-96.34850720143362,-29.271863421771094,37.31033943836628,-14.256508258539801,-0.5748993281518722,-4.401994687645621
0,3,879513496.8102678,-19.038279285670924,-13.00970221408665,16.935638074473136,33.68958447625674,7.8875704468692565,-16.077286420401897
0,4,685425472.7651064,-97.90162500781597,1.5597461711374216,-3.3317060555511313,47.20789852765992,14.729474971086347,-1.577076676570588
0,5,827624447.7258892,-15.916248483705719,22.259949969878633,36.97209474808175,38.71384214275705,4.7991601036252485,-15.545002974190641
0,6,829945134.0205066,-58.22087098444,-32.86819656358843,-38.53532753261864,33.504589405696365,1.5174604336966313,17.328169583014294
0,7,838099568.4779708,-59.10022064577851,-23.308838979108405,3.7975592506755307,-12.531759282624954,0.27062960715588336,-8.65586445020314
0,8,698392555.4157375,-60.24947420237123,5.620822960609417,-11.557374253285534,-49.40283159562756,19.116945682071382,-4.669214021098549
0,9,933309592.37834,86.8615201565107,-3.376144073124321,-40.24927429108762,-25.609565543887147,7.492070240231814,15.059191670618821
0,10,957418722.314226,21.252460667688734,-4.126612427751275,17.945075074881167,-10.4998011442048,-8.710488829825378,7.473904415543204
0,11,942619612.0152849,-43.867687664144995,-42.64315669634777,18.39098637957163,-2.3612035912332296,-16.36360612700084,19.56566412406708
0,12,825016440.4364113,27.708288276440275,2.9901212546769695,-24.170354471502307,-9.618709597389397,-17.676697281739667,-7.732821133745977
0,13,854124029.623682,40.205512957351466,-16.129648050000622,-11.39315674633271,15.21832573125048,-17.458497151279218,1.2640879944651173
0,14,912825510.7944049,84.03974890122534,41.92903058184327,-31.67993217928794,44.81960933725966,16.125393903756866,10.68178872530353
0,15,912910614.1945606,-10.831143036919478,42.80202017258152,3.792380154963537,-0.5062467534558857,-0.6941230210718619,-2.966751879389231
0,16,656059020.0447288,-83.21020385718809,36.71342613162852,-46.27923714879368,49.06505606697035,-15.96543780690939,-5.213153128643109
0,17,986031831.2443905,-50.1579640058456,21.36899387115697,16.306219994417415,-38.28346011227152,5.9141160834271345,-18.69634061754735
0,18,837595014.25979,-27.86184204967721,-15.123317364423883,34.40019672868634,24.611692018944154,13.56239182826615,-12.28767664308382
0,19,792428149.4812787,90.18241519175987,-41.715825311428055,-33.84273531360492,37.667081757407594,10.358739250218182,-17.43343113993596
0,20,318.742279277054,-95.6813014845041,-43.72024796594044,-26.71674869204138,-31.417359631747633,-2.008688072790985,-9.77530015126074
0,21,992000273.5843554,-64.30945597345239,38.02357124165869,-4.491022653396747,-1.9877622618458157,-18.774767997096447,-10.095924548302992
0,22,971667987.0693054,-79.11631376755462,-7.677881879205439,17.57331061776062,-9.41367485125838,-5.092772526934559,-8.576917831528302
0,23,989028131.03655,30.806138396975303,-42.846076427667924,9.600235117507284,-37.760096536568696,-18.76608738082785,4.694639506868339
0,24,853472542.1923368,-52.134336463804985,11.588147594452114,35.39794378123291,-2.327209680720743,-11.682826437745266,2.7969217993689144
0,25,803952280.2928004,9.848852895903693,-10.177519871007068,-48.49423009963863,-40.906575608327714,-14.31490360424493,-18.154833558891106
0,26,941730811.4854188,90.0084356851528,31.01047260928569,-13.476220456221021,-32.90561066556344,6.791923607565851,10.75396406894889
0,27,792839639.3324896,-88.70504741302537,11.011009267146942,5.448056992818984,24.620731486178048,-11.828388022419972,9.541997039353344
0,28,992019983.3899192,10.868587473768265,17.149313587799764,6.827719419122036,-49.531337951578415,-9.417225785606433,-8.630103385499757
0,29,656262121.3263972,72.3833362147274,-41.301682296887044,-5.849762131962022,39.1270224735181,-2.2641651510825778,13.199721610070139
0,30,838548601.6582685,-30.635176844145274,-33.978264983444504,22.798761073616735,26.628721662506884,14.621711319917488,4.472582275599151
0,31,784300900.8716506,-67.8942483650288,21.19035884376691,-19.38713000913118,9.888586755653295,-0.72363204736142,6.269065825669697
0,32,480121665.9118998,-93.74666794717253,-21.91061843788806,2.0718020443975416,-24.09100886352411,-13.649026005804883,8.765132487042472
0,33,644033711.0239081,9.415197603328206,-48.310240845357974,-24.05382714149803,-6.7410553722338395,17.56152402544037,-15.506033881940482
0,34,905022851.3044686,50.15727542458877,-21.613222385254836,-9.668967717188492,22.3913710352171,8.48871504665154,11.392638385225586
0,35,876333336.7848296,62.71598931339963,30.477025275899518,-22.309885872801516,-22.288277112159406,-15.54721694659548,5.70269252198321
0,36,982968539.3349578,47.36657677962055,-8.727234262231443,41.058334190190884,6.272624627294077,-7.1598964895756145,-0.36870713652049414
0,37,982697283.6390842,80.53526657671438,16.54991718294726,5.726142110259646,-13.141745921497561,9.320887744348507,-8.535831080786277
0,38,970587556.0564083,-36.05791638381892,21.500891193640125,41.39205922643552,-24.574959123299188,-19.097824913851355,-10.093404703005731
0,39,964691481.1612164,70.64099157351689,-45.31133103396991,-3.0646958815028658,-49.33338914665262,18.084864208446678,13.484311298243913
