Generation,Individual_ID,Cost,Kp_th,Ki_th,Kd_th,Kp_x,Ki_x,Kd_x
0,0,987882222.755394,-60.28233208009828,17.837404192874505,-5.402494266635937,-23.58533047889253,3.6325033856892563,-9.42284029880927
0,1,985025842.511439,41.00441543734992,-16.251441187084236,8.090679943637424,-46.12451736319084,-5.733655052962399,-19.346143363150965
0,2,921033070.4285214,-93.43088973602629,24.95006469216935,20.577666117628514,3.754725724049268,5.470909205324137,-6.641068252574254
0,3,889209199.5577127,-5.265616985660859,-9.940626212432546,8.211826297578051,-45.67687264660976,18.870317370473238,18.20953079228076
0,4,872039409.6859941,30.91826675299916,-42.09797641110359,-32.12621908465727,39.66080042734813,16.3309784390822,19.32386257619815
0,5,982971693.2343613,41.39557925196797,36.912723093952735,30.79912600589443,3.034755257044852,-18.161184186710386,4.578704134937741
0,6,762577832.0258371,55.191837945140335,-7.614411340232163,-31.01746264144156,-23.547553769237695,9.439838591881543,-6.661215974681358
0,7,762340773.8394737,38.5481107269795,16.49214022565789,-32.784524009636485,34.75888535306384,15.260905884945384,-3.1642096911706785
0,8,900473904.8247315,88.89762688944242,37.856120227405924,16.878015541410406,-40.5794197206893,8.581179064158375,16.13533943858734
0,9,839604013.2434093,-86.07738504002762,46.6828042848727,41.78736154787044,18.259588799029736,-2.4076659667412947,-7.636050480731771
0,10,844420816.3812107,25.425953753799703,-4.510179851395224,5.796544795548608,-3.0770031413564936,5.79169347272412,-13.415043830095241
0,11,885895065.4104635,86.3996552568598,-0.5657228083400967,23.0825776810339,41.488215758254995,-18.06551308823454,14.409314090353075
0,12,797778756.4619805,-62.46992044140889,-20.7731885440842,-10.66907361577163,-49.61948216947122,-16.76714305448316,15.423402950070667
0,13,789066832.9884351,9.93709597257535,17.972711836457666,47.15169034330581,-37.519651944681364,10.394899541798775,9.644910595874038
0,14,781244700.3093687,-78.16301753611698,-47.34785872348055,-46.7769996004856,47.960719146531225,15.17778837215495,14.118012812440902
0,15,712812047.8964368,-29.868582715644543,-11.05920311761256,-41.87976043631829,-6.427164235352767,8.648086372227045,-0.22469247312483454
0,16,504990832.678646,9.608556372999022,-39.39350778921907,-34.73723358587637,-3.4281619971663235,0.1820417363658322,-4.227932108658021
0,17,775634675.0494394,-98.34608194743643,-20.00656583283287,26.709868010696958,18.82646159369039,0.41608081117640694,-16.28294181739347
0,18,782719617.9187037,-59.728554651889134,29.518151054551424,-7.375932286349562,10.490294823451695,-14.337232365721434,13.710126535267761
0,19,763437294.726753,87.9012080266297,-47.53521578940012,-33.14414816328056,-30.09206984131403,16.091280520730322,-12.886344421803653
0,20,646113053.3078113,-87.65120541886955,32.98921404790186,-44.19243128652185,45.11493812149686,-9.892803335747903,-15.646682931598463
0,21,650159038.531605,-6.480935726389125,25.965334159949684,-38.72074142800436,18.53587197494383,10.42873548598819,-17.671214232360114
0,22,877806023.5287582,95.79813228751873,28.289414100148523,-20.065668604754862,10.921947840914436,15.577418024370782,-1.5969965550511978
0,23,935453233.9886101,79.995320353193,-3.899896950279147,21.492823013503504,34.451204550590816,12.096663525158458,13.992183048297697
0,24,649758005.130059,-84.17046456278182,17.251229060633165,-46.013258321384654,-45.384038069381575,16.51548378381632,-13.400188516813856
0,25,764657308.0132357,-4.622237372947557,-35.551366414288154,-28.559897002226098,-22.578415405264284,-13.192464862457376,-6.366896324341531
0,26,980963341.745485,51.426631628575635,15.21930501199298,31.928157172811733,13.664079483606006,16.50592150242101,5.1814089705289
0,27,901037135.7975175,97.6279863202826,37.36354285285678,22.70363432673095,-18.78624672687983,-12.654815753830047,4.638080718916129
0,28,799479173.0161097,-58.57240564458579,-41.87383159253947,39.48537343245431,47.599763515938285,-12.044137711461387,-8.66472577832826
0,29,927610006.4665909,71.21750209578511,-45.783897981420175,-31.023234441743597,-39.45969166105752,-4.909518344319057,-17.3889934452451
0,30,935242667.4039093,34.64864714266538,42.509708347791566,8.917136538809412,18.06606310951868,-16.103294718099082,-8.724915129143312
0,31,671272432.8039278,-11.79644465764298,36.87013698933518,-44.235903153695276,27.406783507825228,0.8745807251388937,-19.674564016776024
0,32,809060519.196338,-62.70958840742773,2.121863867563345,41.81475116442176,-4.292027050113434,-15.565035126060053,-2.8814485543640744
0,33,935716699.6101187,91.65698212968039,-23.663462936971356,-10.711822701483452,-41.16571607591396,-10.556368184195213,13.617501017340965
